ID-Lattes	Natureza	Tipo	Título	Ano	Pais	Idioma	Tipo-orientação	Nome-orientado	Nome-instituição	Nome-orgao	Nome-curso	Flag-bolsa	Nome-Agência	
1733943530061609	Dissertação de mestrado	ACADEMICO	Avaliação de qualidade de vídeo utilizando modelo de atenção visual baseado em saliência	2015	Brasil	Português	CO_ORIENTADOR	Eduardo Romani	Universidade Tecnológica Federal do Paraná		Engenharia Elétrica e Informática Industrial	SIM	Conselho Nacional de Desenvolvimento Científico e Tecnológico
2193972715230641	Dissertação de mestrado	ACADEMICO	Kalibro: Interpretação de métricas de código-fonte	2013	Brasil	Português	CO_ORIENTADOR	Carlos Morais de Oliveira Filho	Universidade de São Paulo		Ciências da Computação	SIM	Coordenação de Aperfeiçoamento de Pessoal de Nível Superior
2193972715230641	Dissertação de mestrado	ACADEMICO	Sustentabilidade Técnica de Software Acadêmico no Domínio de Ferramentas de Análise Estática de Código-Fonte	2017	Brasil	Português	CO_ORIENTADOR	Joenio Marques da Costa	Universidade Federal da Bahia		Ciência da Computação	NAO	
2193972715230641	Dissertação de mestrado	ACADEMICO	Ranking Source Code Static Analysis Warnings for Continuous Monitoring of Free/Libre/Open Source Software Repositories	2018	Brasil	Português	CO_ORIENTADOR	Athos Coimbra Ribeiro	Universidade de São Paulo		Ciências da Computação	SIM	Coordenação de Aperfeiçoamento de Pessoal de Nível Superior
5834088144837137	Dissertação de mestrado	NAO_INFORMADO	miRQuest: um middleware para investigação de miRNAs	2013	Brasil	Português	ORIENTADOR_PRINCIPAL	Rosana Ressa Aguiar Ambrosio	Universidade Tecnológica Federal do Paraná		Informática	NAO	
5834088144837137	Dissertação de mestrado	ACADEMICO	Levantamento e Caracterização de Sequências de RNA no Coding em Bacillus thuringiensis	2013	Brasil	Português	CO_ORIENTADOR	André Luciano Nadal	Universidade Estadual de Londrina		Genética e Biologia Molecular	NAO	
5834088144837137	Dissertação de mestrado	NAO_INFORMADO	Realidade Aumentada aplicado para prevenção de drogas	2014	Brasil	Português	ORIENTADOR_PRINCIPAL	Anderson Mine Fernandes	Universidade Tecnológica Federal do Paraná		Mestrado Profissional em Informática	NAO	
5834088144837137	Dissertação de mestrado	ACADEMICO	BioHealth Tracking - Sistema Baseado em Tecnologias de Controle por Gesto Aplicado para Saúde e Esporte	2015	Brasil	Português	ORIENTADOR_PRINCIPAL	Marcos Dias Vendramini	Universidade Tecnológica Federal do Paraná		Informática	NAO	
5834088144837137	Dissertação de mestrado	ACADEMICO	Investigação in silico dos lncRNAs em plantas	2015	Brasil	Português	ORIENTADOR_PRINCIPAL	Tatianne Da Costa Negri	Universidade Tecnológica Federal do Paraná		Bioinformática	SIM	Fundação Araucária de Apoio ao Desenvolvimento Científico e Tecnológico
5834088144837137	Dissertação de mestrado	NAO_INFORMADO	Reconhecimento de Padrões na investigação da face humana aplicada em jogos	2016	Brasil	Português	ORIENTADOR_PRINCIPAL	Vinícius Picossi Teruel	Universidade Tecnológica Federal do Paraná		Informática	NAO	
5834088144837137	Dissertação de mestrado	ACADEMICO	MODELAGEM, INTEGRAC&#807;A&#771;O E ANA&#769;LISE EXPLORATO&#769;RIA DE DADOS PU&#769;BLICOS DE MIRTRONS	2016	Brasil	Português	ORIENTADOR_PRINCIPAL	Bruno Henrique Ribeiro da Fonseca	Universidade Tecnológica Federal do Paraná		Bioinformática	NAO	
5834088144837137	Dissertação de mestrado	ACADEMICO	Análise bioinformática de RNAs não-codificantes no genoma de Coffea canephora	2016	Brasil	Português	CO_ORIENTADOR	Samara Mireza Correia de Lemos	Universidade Tecnológica Federal do Paraná		Bioinformática	SIM	Coordenação de Aperfeiçoamento de Pessoal de Nível Superior
5834088144837137	Dissertação de mestrado	NAO_INFORMADO	SCIENTIFIC MINER: FERRAMENTA PARA APOIO À REVISÃO SISTEMÁTICA E ANÁLISE BIBLIOMÉTRICA	2017	Brasil	Português	ORIENTADOR_PRINCIPAL	Victor Scapin	Universidade Tecnológica Federal do Paraná		Informática	NAO	
5834088144837137	Dissertação de mestrado	ACADEMICO	RNAs não codificadores regulatórios em bactérias do gênero Aeromonas	2016	Brasil	Português	CO_ORIENTADOR	Jean Carlos Machado da Costa	Universidade Federal do Paraná		Bioinformática	SIM	Coordenação de Aperfeiçoamento de Pessoal de Nível Superior
5834088144837137	Dissertação de mestrado	ACADEMICO	Arquitetura de software para integração de ferramentas de predição de miRNA utilizando balanceamento de carga	2017	Brasil	Português	CO_ORIENTADOR	Márcio José Gurka Junior	Universidade Tecnológica Federal do Paraná		Ciência da Computação	NAO	
5834088144837137	Dissertação de mestrado	ACADEMICO	Bioinformática na investigação de RNAs não-codificantes e Elementos Transponíveis em Plantas	2017	Brasil	Português	ORIENTADOR_PRINCIPAL	Daniel Longhi Fernandes Pedro	Universidade Tecnológica Federal do Paraná		Bioinformática	SIM	Coordenação de Aperfeiçoamento de Pessoal de Nível Superior
5834088144837137	Dissertação de mestrado	ACADEMICO	Feature Extraction and Selection Analysis in Biological Sequence: A Case Study with Metaheuristics and Mathematical Models	2019	Brasil	Português	CO_ORIENTADOR	Robson Parmezan Bonidia	Universidade Tecnológica Federal do Paraná		Bioinformática	SIM	Coordenação de Aperfeiçoamento de Pessoal de Nível Superior
5834088144837137	Dissertação de mestrado	ACADEMICO	Análise em larga escala de pequenos RNAs derivados de elementos transponíveis em genomas vegetais	2016	Brasil	Português	CO_ORIENTADOR	Alan Péricles Lorenzetti	Universidade Estadual de Londrina		Genética e Biologia Molecular	SIM	Conselho Nacional de Desenvolvimento Científico e Tecnológico
